2,50
2,55
10,51
10,75
14,53
14,71
15,52
16,54
17,66
19,58
21,62
22,64
24,68
25,56
25,70
26,57
28,59
32,61
32,63
33,65
37,60
37,74
45,67
45,72
47,69
47,73
