1,7
1,8
1,13
1,14
2,8
2,17
3,4
3,9
3,30
3,31
4,7
4,35
4,36
5,6
5,10
5,32
5,40
6,6
6,9
6,33
6,42
6,49
7,35
7,47
8,14
8,44
9,30
10,40
11,12
11,13
11,16
11,20
12,15
12,20
12,37
13,34
13,44
15,27
15,37
16,18
16,25
17,18
17,44
18,25
18,44
19,22
19,24
19,29
20,27
20,34
21,22
21,23
21,38
22,41
23,26
23,38
23,45
24,27
24,48
26,39
26,45
27,48
28,30
28,33
28,36
29,31
29,41
29,46
30,36
31,42
31,46
32,33
34,35
34,43
35,43
36,47
38,39
38,41
39,40
39,49
40,49
41,42
42,49
43,46
43,48
46,48
