energy (meV)	absorption coefficient
145.36889576336554	0.0010471583967654814
145.1298021562584	0.0010425349095780788
144.89070854915124	0.0010358810780799318
144.6516149420441	0.0010288241593957351
144.41252133493694	0.0010222951665870977
144.17342772782976	0.0010153951824933575
143.9343341207226	0.0010075253816088472
143.69524051361543	0.0009993661464544772
143.45614690650828	0.0009910392491561623
143.21705329940113	0.0009823273838912303
142.97795969229398	0.0009739069521431334
142.7388660851868	0.0009654423455383701
142.49977247807965	0.00095594346348169
142.2606788709725	0.0009463737197944678
142.02158526386532	0.000937718356047167
141.78249165675817	0.0009292772767150351
141.543398049651	0.0009203031267035257
141.30430444254384	0.0009108899486855897
141.06521207527865	0.0009016041285030815
140.8261184681715	0.0008927050855186578
140.58702486106435	0.0008833309587222486
140.3479312539572	0.0008730678035631966
140.10883764685005	0.00086337697310042
139.86974403974284	0.0008549603050873588
139.6306504326357	0.000847273568522062
139.39155682552854	0.0008401902456453937
139.1524632184214	0.0008329549626164538
138.91336961131424	0.0008252624222364496
138.67427600420706	0.0008190708917602637
138.4351823970999	0.0008155694747050284
138.19608878999273	0.0008127013763222847
137.95699518288558	0.0008085500167772361
137.71790157577843	0.0008040890565355534
137.47880796867128	0.0008002412895922497
137.2397143615641	0.0007959031603024961
137.00062075445695	0.0007901864082701958
136.7615271473498	0.000783497556985896
136.52243354024262	0.0007764625724572051
136.28333993313547	0.0007692506641363225
136.04424632602831	0.0007612509361519152
135.80515271892114	0.0007523189072300812
135.56605911181398	0.0007436273603215045
135.32696550470683	0.0007362526347805739
135.08787189759968	0.0007303582226081203
134.8487782904925	0.0007251995671498293
134.60968468338532	0.0007197313066179182
134.37059107627817	0.0007134906109126067
134.13149746917102	0.0007067389336793392
133.89240386206387	0.0007002713815567892
133.65331025495672	0.0006952376558344884
133.41421664784954	0.0006916637672594293
133.17512304074236	0.0006874569693442241
132.9360294336352	0.0006820556509687049
132.69693582652806	0.0006776572524592302
132.4578422194209	0.0006750057653525672
132.21874861231376	0.0006729331995658549
131.9796550052066	0.0006706680824988071
131.7405613980994	0.0006676771104267712
131.50146779099225	0.0006637440915856259
131.2623741838851	0.0006598378480434555
131.02328057677795	0.0006565510358003815
130.7841869696708	0.0006532603979009966
130.5450946024056	0.0006494742512433407
130.30600099529843	0.0006445643482223971
130.06690738819128	0.0006380300352208796
129.82781378108413	0.0006308887324218867
129.58872017397698	0.0006247345239761187
129.3496265668698	0.000619426620853788
129.11053295976265	0.0006139129309451102
128.87143935265547	0.0006084154066123324
128.63234574554832	0.000602961284008406
128.39325213844117	0.0005967250573512329
128.15415853133402	0.0005898662344799437
127.91506492422685	0.0005825540546536616
127.67597131711968	0.0005736130515322994
127.43687771001251	0.0005629634739484304
127.19778410290536	0.0005527402727400273
126.95869049579821	0.0005440087678440371
126.71959688869104	0.0005357627684724495
126.48050328158388	0.000527553799053714
126.24140967447673	0.000520032880021603
126.00231606736958	0.0005130182975375001
125.7632224602624	0.0005049959159093206
125.52412885315525	0.0004951280000978676
125.28503524604808	0.0004839476011006899
125.04594163894092	0.00047182064361117864
124.80684803183377	0.0004597806150926797
124.5677544247266	0.00045013193687622253
124.32866081761944	0.0004429322655559728
124.08956721051229	0.0004356756041916757
123.85047360340512	0.00042735231116665883
123.61137999629797	0.0004188141099658192
123.3722863891908	0.0004099959160565943
123.13319278208364	0.00039992389583526887
122.89409917497649	0.0003890927892889809
122.65500556786932	0.00037863017521273573
122.41591196076216	0.0003689273015996378
122.17681835365501	0.0003604690142844153
121.93772474654784	0.0003524182623973279
121.69863113944068	0.00034330920011318224
